"Lon";"Lat";"scientificName";"year";"month";"day";"accessRights";"bibliographicCitation";"X_leaflet_id";"layerId";"edit_id"
"42";12.77027;38.16611;"Paramuricea clavata";"2008";"8";"10";"This work is licensed under a  Creative Commons Attribution (CC-BY) 4.0 License";"Ponti, M., Turicchia, E., Rossi, G., Cerrano, C.; Reef Check Italia onlus; (2020): Reef Check Med - key Mediterranean marine species 2001-2020 https://dx.doi.org/10.14284/468 NA Reef Check Med - key Mediterranean marine species 2001-2020 (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-20 16:24:21.282079";211;"211";"211"
"43";9.22;44.2969;"Paramuricea clavata";"2002";NA;NA;"This work is licensed under a  Creative Commons Attribution Non Commercial (CC-BY-NC) 4.0 License";"Linares, Cristina; Figuerola, Laura; Gómez-Gras, Daniel; Pagès-Escolà, Marta; Olvera, Àngela, Aubach, Àlex; Amate, Roger; Figuerola, Blanca; Kersting, Diego; Ledoux, Jean-Baptiste; López-Sanz, Àngel; López-Sendino, Paula; Medrano, Alba; Garrabou, Joaquim; (2020); CorMedNet- Distribution and demographic data of habitat-forming invertebrate species from Mediterranean coralligenous assemblages between 1882 and 2019 https://dx.doi.org/10.14284/467 NA CorMedNet1 (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-20 16:24:21.819617";211;"211";"211"
"44";3.32611;42.32;"Paramuricea clavata";"2004";NA;NA;"This work is licensed under a  Creative Commons Attribution Non Commercial (CC-BY-NC) 4.0 License";"Linares, Cristina; Figuerola, Laura; Gómez-Gras, Daniel; Pagès-Escolà, Marta; Olvera, Àngela, Aubach, Àlex; Amate, Roger; Figuerola, Blanca; Kersting, Diego; Ledoux, Jean-Baptiste; López-Sanz, Àngel; López-Sendino, Paula; Medrano, Alba; Garrabou, Joaquim; (2020); CorMedNet- Distribution and demographic data of habitat-forming invertebrate species from Mediterranean coralligenous assemblages between 1882 and 2019 https://dx.doi.org/10.14284/467 NA CorMedNet1 (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-20 16:24:21.819617";211;"211";"211"
"45";9.21941;44.29827;"Paramuricea clavata";"2016";NA;NA;"This work is licensed under a  Creative Commons Attribution Non Commercial (CC-BY-NC) 4.0 License";"Linares, Cristina; Figuerola, Laura; Gómez-Gras, Daniel; Pagès-Escolà, Marta; Olvera, Àngela, Aubach, Àlex; Amate, Roger; Figuerola, Blanca; Kersting, Diego; Ledoux, Jean-Baptiste; López-Sanz, Àngel; López-Sendino, Paula; Medrano, Alba; Garrabou, Joaquim; (2020); CorMedNet- Distribution and demographic data of habitat-forming invertebrate species from Mediterranean coralligenous assemblages between 1882 and 2019 https://dx.doi.org/10.14284/467 NA CorMedNet1 (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-20 16:24:21.819617";211;"211";"211"
"46";5.7777;43.0755;"Paramuricea clavata";"1999";NA;NA;"This work is licensed under a  Creative Commons Attribution Non Commercial (CC-BY-NC) 4.0 License";"Linares, Cristina; Figuerola, Laura; Gómez-Gras, Daniel; Pagès-Escolà, Marta; Olvera, Àngela, Aubach, Àlex; Amate, Roger; Figuerola, Blanca; Kersting, Diego; Ledoux, Jean-Baptiste; López-Sanz, Àngel; López-Sendino, Paula; Medrano, Alba; Garrabou, Joaquim; (2020); CorMedNet- Distribution and demographic data of habitat-forming invertebrate species from Mediterranean coralligenous assemblages between 1882 and 2019 https://dx.doi.org/10.14284/467 NA CorMedNet1 (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-20 16:24:21.819617";211;"211";"211"
"47";9.21953;44.29798;"Paramuricea clavata";"2010";"7";"7";"This work is licensed under a  Creative Commons Attribution (CC-BY) 4.0 License";"Ponti, M., Turicchia, E., Rossi, G., Cerrano, C.; Reef Check Italia onlus; (2020): Reef Check Med - key Mediterranean marine species 2001-2020 https://dx.doi.org/10.14284/468 NA Reef Check Med - key Mediterranean marine species 2001-2020 (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-20 16:24:21.282079";211;"211";"211"
"48";9.21953;44.29798;"Paramuricea clavata";"2007";"2";"8";"This work is licensed under a  Creative Commons Attribution (CC-BY) 4.0 License";"Ponti, M., Turicchia, E., Rossi, G., Cerrano, C.; Reef Check Italia onlus; (2020): Reef Check Med - key Mediterranean marine species 2001-2020 https://dx.doi.org/10.14284/468 NA Reef Check Med - key Mediterranean marine species 2001-2020 (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-20 16:24:21.282079";211;"211";"211"
"49";14.7338;44.7041;"Paramuricea clavata";"2009";NA;NA;"This work is licensed under a  Creative Commons Attribution Non Commercial (CC-BY-NC) 4.0 License";"Linares, Cristina; Figuerola, Laura; Gómez-Gras, Daniel; Pagès-Escolà, Marta; Olvera, Àngela, Aubach, Àlex; Amate, Roger; Figuerola, Blanca; Kersting, Diego; Ledoux, Jean-Baptiste; López-Sanz, Àngel; López-Sendino, Paula; Medrano, Alba; Garrabou, Joaquim; (2020); CorMedNet- Distribution and demographic data of habitat-forming invertebrate species from Mediterranean coralligenous assemblages between 1882 and 2019 https://dx.doi.org/10.14284/467 NA CorMedNet1 (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-20 16:24:21.819617";211;"211";"211"
"50";14.3249;40.61886;"Paramuricea clavata";"2008";"9";"16";"This work is licensed under a  Creative Commons Attribution (CC-BY) 4.0 License";"Ponti, M., Turicchia, E., Rossi, G., Cerrano, C.; Reef Check Italia onlus; (2020): Reef Check Med - key Mediterranean marine species 2001-2020 https://dx.doi.org/10.14284/468 NA Reef Check Med - key Mediterranean marine species 2001-2020 (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-20 16:24:21.282079";211;"211";"211"
"51";6.35871;43.01739;"Paramuricea clavata";"2002";NA;NA;"This work is licensed under a  Creative Commons Attribution Non Commercial (CC-BY-NC) 4.0 License";"Linares, Cristina; Figuerola, Laura; Gómez-Gras, Daniel; Pagès-Escolà, Marta; Olvera, Àngela, Aubach, Àlex; Amate, Roger; Figuerola, Blanca; Kersting, Diego; Ledoux, Jean-Baptiste; López-Sanz, Àngel; López-Sendino, Paula; Medrano, Alba; Garrabou, Joaquim; (2020); CorMedNet- Distribution and demographic data of habitat-forming invertebrate species from Mediterranean coralligenous assemblages between 1882 and 2019 https://dx.doi.org/10.14284/467 NA CorMedNet1 (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-20 16:24:21.819617";211;"211";"211"
"52";2.9354;39.1743;"Paramuricea clavata";"2011";NA;NA;"Attribution-NonCommercial-ShareAlike (CC BY-NC-SA)";"Garrabou, Joaquim; Bazairi, Hocein; Espinosa, Free; Ramdani, Mohamed; Grimes, Samir; Benabdi, Mouloud; Ben Souissi, Jamila; Soufi, Emna; Khamassi, Faten; Ghanem, Raouia; Ocaña, Óscar; Ramos Esplá, Alfonso A.; Izquierdo, Andrés; Antón, Irene; Portillo, Esther; Barberá, Carmen; Marbà, Núria; Hendriks, Iris E.; Duarte, Carlos M.; Cebrian, Emma; Deudero Company, María de la Salud; Díaz, David; Vázquez-Luis, Maite; Álvarez, Elvira; Linares, Cristina; Hereu, Bernat; Kersting, D. K.; Bensoussan, Nathaniel; Gómez-Gras, D.; Azzurro, Ernesto; Ledoux, J. B.; Gori, Andrea; Viladrich, Nuria; Sartoretto, Stéphane; Pairaud, Ivane Lilian; Ruitton, Sandrine; Fraschetti, Simonetta; Rivetti, Irene; Cerrano, Carlo; Ponti, Massimo; Bavestrello, G.; Cattaneo-Vietti, R.; Bo, Marzia; Bertolino, Marco; Montefalcone, Monica; Kipson, Silvija; Bakran-Petricioli, Tatjana; Gerovasileiou, Vasilis; Sini, Maria; Tuney Kizilkaya, Inci; Zilizkaya, Zafer; Eda Topçu, N.; Rilov, Gil ; 2018; \"MME-T-MEDNet: Mass mortality events in Mediterranean marine coastal ecosystems [Dataset]\"; DIGITAL.CSIC; http://dx.doi.org/10.20350/digitalCSIC/8575 NA MME-T-MEDNet: Mass mortality events in Mediterranean marine coastal ecosystems (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-20 16:24:22.072661";211;"211";"211"
"53";7.91291;43.81936;"Paramuricea clavata";"2016";"8";"8";"This work is licensed under a  Creative Commons Attribution (CC-BY) 4.0 License";"Ponti, M., Turicchia, E., Rossi, G., Cerrano, C.; Reef Check Italia onlus; (2020): Reef Check Med - key Mediterranean marine species 2001-2020 https://dx.doi.org/10.14284/468 NA Reef Check Med - key Mediterranean marine species 2001-2020 (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-20 16:24:21.282079";211;"211";"211"
"54";8.46611;44.2575;"Paramuricea clavata";"2011";"8";"1";"This work is licensed under a  Creative Commons Attribution (CC-BY) 4.0 License";"Ponti, M., Turicchia, E., Rossi, G., Cerrano, C.; Reef Check Italia onlus; (2020): Reef Check Med - key Mediterranean marine species 2001-2020 https://dx.doi.org/10.14284/468 NA Reef Check Med - key Mediterranean marine species 2001-2020 (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-20 16:24:21.282079";211;"211";"211"
"55";9.21932;44.29875;"Paramuricea clavata";"2009";"7";"19";"This work is licensed under a  Creative Commons Attribution (CC-BY) 4.0 License";"Ponti, M., Turicchia, E., Rossi, G., Cerrano, C.; Reef Check Italia onlus; (2020): Reef Check Med - key Mediterranean marine species 2001-2020 https://dx.doi.org/10.14284/468 NA Reef Check Med - key Mediterranean marine species 2001-2020 (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-20 16:24:21.282079";211;"211";"211"
"56";1.188;38.8625;"Paramuricea clavata";"2014";NA;NA;"This work is licensed under a  Creative Commons Attribution Non Commercial (CC-BY-NC) 4.0 License";"Linares, Cristina; Figuerola, Laura; Gómez-Gras, Daniel; Pagès-Escolà, Marta; Olvera, Àngela, Aubach, Àlex; Amate, Roger; Figuerola, Blanca; Kersting, Diego; Ledoux, Jean-Baptiste; López-Sanz, Àngel; López-Sendino, Paula; Medrano, Alba; Garrabou, Joaquim; (2020); CorMedNet- Distribution and demographic data of habitat-forming invertebrate species from Mediterranean coralligenous assemblages between 1882 and 2019 https://dx.doi.org/10.14284/467 NA CorMedNet1 (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-20 16:24:21.819617";211;"211";"211"
"57";9.21953;44.29798;"Paramuricea clavata";"2006";"11";"10";"This work is licensed under a  Creative Commons Attribution (CC-BY) 4.0 License";"Ponti, M., Turicchia, E., Rossi, G., Cerrano, C.; Reef Check Italia onlus; (2020): Reef Check Med - key Mediterranean marine species 2001-2020 https://dx.doi.org/10.14284/468 NA Reef Check Med - key Mediterranean marine species 2001-2020 (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-20 16:24:21.282079";211;"211";"211"
"58";-0.6428;37.6621;"Paramuricea clavata";"2018";"8";"19";"This work is licensed under a  Creative Commons Attribution Non Commercial (CC-BY-NC) 4.0 License";"Chic, Oscar; Garrabou, Joaquim. (2020) Global Marine biodiversity data from Seawatchers Marine Citizen Science Platform between 1980 and 2020 https://dx.doi.org/10.14284/519 NA Coral Alert! (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-20 16:24:21.505972";211;"211";"211"
"59";11.0688;42.4191;"Paramuricea clavata";"2014";"7";"27";"This work is licensed under a  Creative Commons Attribution (CC-BY) 4.0 License";"Ponti, M., Turicchia, E., Rossi, G., Cerrano, C.; Reef Check Italia onlus; (2020): Reef Check Med - key Mediterranean marine species 2001-2020 https://dx.doi.org/10.14284/468 NA Reef Check Med - key Mediterranean marine species 2001-2020 (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-20 16:24:21.282079";211;"211";"211"
"60";9.21798;44.29822;"Paramuricea clavata";"2016";"8";"25";"This work is licensed under a  Creative Commons Attribution (CC-BY) 4.0 License";"Ponti, M., Turicchia, E., Rossi, G., Cerrano, C.; Reef Check Italia onlus; (2020): Reef Check Med - key Mediterranean marine species 2001-2020 https://dx.doi.org/10.14284/468 NA Reef Check Med - key Mediterranean marine species 2001-2020 (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-20 16:24:21.282079";211;"211";"211"
"61";16.792;42.763;"Paramuricea clavata";"2009";NA;NA;"This work is licensed under a  Creative Commons Attribution Non Commercial (CC-BY-NC) 4.0 License";"Linares, Cristina; Figuerola, Laura; Gómez-Gras, Daniel; Pagès-Escolà, Marta; Olvera, Àngela, Aubach, Àlex; Amate, Roger; Figuerola, Blanca; Kersting, Diego; Ledoux, Jean-Baptiste; López-Sanz, Àngel; López-Sendino, Paula; Medrano, Alba; Garrabou, Joaquim; (2020); CorMedNet- Distribution and demographic data of habitat-forming invertebrate species from Mediterranean coralligenous assemblages between 1882 and 2019 https://dx.doi.org/10.14284/467 NA CorMedNet1 (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-20 16:24:21.819617";211;"211";"211"
"62";9.14507;44.32178;"Paramuricea clavata";"2015";"5";"19";"This work is licensed under a  Creative Commons Attribution (CC-BY) 4.0 License";"Ponti, M., Turicchia, E., Rossi, G., Cerrano, C.; Reef Check Italia onlus; (2020): Reef Check Med - key Mediterranean marine species 2001-2020 https://dx.doi.org/10.14284/468 NA Reef Check Med - key Mediterranean marine species 2001-2020 (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-20 16:24:21.282079";211;"211";"211"
"63";7.33172;43.67467;"Paramuricea clavata";"2015";"8";"8";"This work is licensed under a  Creative Commons Attribution (CC-BY) 4.0 License";"Ponti, M., Turicchia, E., Rossi, G., Cerrano, C.; Reef Check Italia onlus; (2020): Reef Check Med - key Mediterranean marine species 2001-2020 https://dx.doi.org/10.14284/468 NA Reef Check Med - key Mediterranean marine species 2001-2020 (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-20 16:24:21.282079";211;"211";"211"
"64";10.8759;42.5801;"Paramuricea clavata";"2009";"6";"27";"This work is licensed under a  Creative Commons Attribution (CC-BY) 4.0 License";"Ponti, M., Turicchia, E., Rossi, G., Cerrano, C.; Reef Check Italia onlus; (2020): Reef Check Med - key Mediterranean marine species 2001-2020 https://dx.doi.org/10.14284/468 NA Reef Check Med - key Mediterranean marine species 2001-2020 (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-20 16:24:21.282079";211;"211";"211"
"65";23.55883;35.61154;"Paramuricea clavata";NA;NA;NA;"This work is licensed under a  Creative Commons Attribution Non Commercial (CC-BY-NC) 4.0 License";"Linares, Cristina; Figuerola, Laura; Gómez-Gras, Daniel; Pagès-Escolà, Marta; Olvera, Àngela, Aubach, Àlex; Amate, Roger; Figuerola, Blanca; Kersting, Diego; Ledoux, Jean-Baptiste; López-Sanz, Àngel; López-Sendino, Paula; Medrano, Alba; Garrabou, Joaquim; (2020); CorMedNet- Distribution and demographic data of habitat-forming invertebrate species from Mediterranean coralligenous assemblages between 1882 and 2019 https://dx.doi.org/10.14284/467 NA CorMedNet1 (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-20 16:24:21.819617";211;"211";"211"
"66";10.3306;42.8281;"Paramuricea clavata";"2000";NA;NA;"Attribution-NonCommercial-ShareAlike (CC BY-NC-SA)";"Garrabou, Joaquim; Bazairi, Hocein; Espinosa, Free; Ramdani, Mohamed; Grimes, Samir; Benabdi, Mouloud; Ben Souissi, Jamila; Soufi, Emna; Khamassi, Faten; Ghanem, Raouia; Ocaña, Óscar; Ramos Esplá, Alfonso A.; Izquierdo, Andrés; Antón, Irene; Portillo, Esther; Barberá, Carmen; Marbà, Núria; Hendriks, Iris E.; Duarte, Carlos M.; Cebrian, Emma; Deudero Company, María de la Salud; Díaz, David; Vázquez-Luis, Maite; Álvarez, Elvira; Linares, Cristina; Hereu, Bernat; Kersting, D. K.; Bensoussan, Nathaniel; Gómez-Gras, D.; Azzurro, Ernesto; Ledoux, J. B.; Gori, Andrea; Viladrich, Nuria; Sartoretto, Stéphane; Pairaud, Ivane Lilian; Ruitton, Sandrine; Fraschetti, Simonetta; Rivetti, Irene; Cerrano, Carlo; Ponti, Massimo; Bavestrello, G.; Cattaneo-Vietti, R.; Bo, Marzia; Bertolino, Marco; Montefalcone, Monica; Kipson, Silvija; Bakran-Petricioli, Tatjana; Gerovasileiou, Vasilis; Sini, Maria; Tuney Kizilkaya, Inci; Zilizkaya, Zafer; Eda Topçu, N.; Rilov, Gil ; 2018; \"MME-T-MEDNet: Mass mortality events in Mediterranean marine coastal ecosystems [Dataset]\"; DIGITAL.CSIC; http://dx.doi.org/10.20350/digitalCSIC/8575 NA MME-T-MEDNet: Mass mortality events in Mediterranean marine coastal ecosystems (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-20 16:24:22.072661";211;"211";"211"
